state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NV  ,MDs,MDs,MDs;0,NVMDs;0,0,,"Shale, siltstone, sandstone, chert-pebble conglomerate, and limestone",Devonian to Mississippian,"SHALE, SILTSTONE, SANDSTONE, CHERT-PEBBLE CONGLOMERATE, AND LIMESTONE-Includes units such as Pilot Shale, Joana Limestone, Chainman Shale, and Diamond Peak Formation in northern and eastern Nevada and Narrow Canyon Limestone, Mercury Limestone, and Eleana Formation in southern Nevada","Bristol Pass Limestone, Tonka Formation, Sultan Limestone (in part), Scotty Wash Quartzite?","The Pilot Shale, Joana Limestone, and Chainman Shale has been previously mapped as the White Pine Group (Hose and Blake, 1976). The stratigraphic units included in this map unit vary in relative abundances of lithologies as well as thicknesses, anywhere from less than one hundred feet to a few thousand feet. Generally the units located in the north thin southward and vice versa. Almost all of the units have some combination of all ofthe lithologies listed below. In southern Eureka County, there is an outcrop included in this unit which Roberts and others, 1967, maps as part of the Newark Canyon Formation, a unit of shale and sandstone with limestone and conglomerate of Early Cretaceous age; this unit is not included in the age coding below although it could be lithologically similar to the rest of this unit. The Elena Formation is at least 7,700 feet thick; the Elena is lithologically similar to the Chainman Shale and Diamond Peak Formation (Cornwall, 1972).",NV001,shale,limestone,siltstone; sandstone; conglomerate; dolostone (dolomite); chert; quartzite,NV001 NV002 NV003 NV006 NV007 NV008 NV010 NV011 NV013 ,
NV  ,Ml,Ml,Ml;0,NVMl;0,0,,Massive limestone,Mississippian,"MASSIVE LIMESTONE-In the San Antonio Mountains, western Nye County",,"Northwest of Lime Mountain, this unit consists only of limestone; southwest of Lime Mountain, this unit consists of primarily limestone with lesser limestone-cobble conglomerate and minor quartzitic sandstone and siliceous to calcitic argillite (Kleinhampl and Ziony, 1985).",NV001,limestone,conglomerate,sandstone; argillite,NV001 NV013 ,
NV  ,Msv,Msv,Msv;0,NVMsv;0,0,,Siliceous and volcanic rocks,Mississippian,"SILICEOUS AND VOLCANIC ROCKS-In Humboldt County, consists of altered pillow lavas, coarse volcanic breccias, clastic limestone, and minor amounts of sandstone, shale, siliceous shale, and chert of the Goughs Canyon Formation (Lower and Upper Mississippian). In the East Range, Pershing County, consists of quartzite, conglomerate, slate, limestone, chert, and greenstone of the Inskip Formation (Mississippian?).",,"In Humboldt County, this unit is composed of 70% altered volcanic rocks, 25% limestone, and 5% calcareous sandstone and shale, siliceous shale and chert; here it is about 5,000 feet thick (Willden, 1964). The Inskip Formation has been locally metamorphosed to phyllite and amphibolite; it is upto 9,000 feet thick (Johnson, 1977). Johnson, 1977, does not report greenstone or any altered or unaltered extrusive rock in the Inskip. ",NV001,metavolcanic rock,sandstone,siltstone; limestone; shale; chert; conglomerate; quartzite,NV001 NV005 NV012 ,
NV  ,MZgr,MZgr,MZgr;0,NVMZgr;0,0,,"Granitic rocks, western Nevada",Jurassic to Cretaceous,"GRANITIC ROCKS, WESTERN NEVADA (Mesozoic)-Mostly quartz monzonite and granodiorite. Inconclusively dated or not dated radiometrically",,"This unit is often grouped with rocks in unit NVKgr in the literature. Bonham, 1969, reports that while most of the intrusive bodies have the dimensions of stocks, it is commonly believed that the Mesozoic rocks of western Nevada (which are almost entirely in this unit and NVKgr) are a continuation of the composite batholith of the Sierra Nevada. Granodiorite is more abundant than quartz monzonite in Humboldt and Washoe Counties; the opposite is true in southern Nevada. In Humboldt County, this group contains all quartz bearing pre-late Tertiary intrusive rocks. This unit may also include aplite dikes, an alaskite body inclosed in granodiorite, and pegmatite not mapped at this scale (Willden, 1964, Bonham, 1969). ",NV001,granodiorite,quartz monzonite,granite; quartz diorite; gabbro,NV001 NV002 NV005 NV009 NV012 NV016 NV017 NV019 NV020 ,
NV  ,Oc,Oc,Oc;0,NVOc;0,0,,"Limestone, dolomite, shale, and quartzite",Ordovician,"LIMESTONE, DOLOMITE, SHALE, AND QUARTZITE-Includes units such as Pogonip Group, Eureka Quartzite, and Ely Springs Dolomite. Where Ely Springs Dolomite or equivalent rocks are included in SOc unit, this unit includes only the Pogonip Group and Eureka Quartzite or their equivalents.","Fish Haven Dolomite (Ely Springs Dolomite and the Hanson Creek Formation equivalent)?Hales Limestone (in part), Stoneberger Shale (Ninemile Formation of the Pogonip equivalent), Fish Haven Dolomite (Ely Springs Dolomite and the Hanson Creek Formation equivalent)?","The Pogonip Group, Eureka Quartzite, and Ely Springs Dolomite have a combined thickness of 3,500 to 4,700 feet thick, thinning southward, with the Pogonip ranging 60 to 85% of that, the Eureka Quartzite ranging from almost 0 to 11%, and the Ely Springs Dolomite ranging from 8 to 30% (Longwell and others, 1965, Tschanz and Pampeyan, 1970, Hose and Blake, 1976). The Eureka Quartzite is a distinctive white band compared to the dark limestone and dolostone of the other two units. The Pogonip Group is made up three members corresponding to the Goodwin Formation, the Ninemile Formation, and the Antelope Valley Limestone, lower to upper respectively; however, the Pogonip has been divided into as many as nine different members (Longwell and others, 1965, Tschanz and Pampeyan, 1970). The Ely Springs Dolomite just contains the Silurian-Ordovician boundary (hence inclusion in unit NVSOC, particularly in White Pine County) (Longwell and others, 1965, Hose and Blake, 1976). Includes ""post-Dunderberg Shale"" Cambrian limestone in White Pine County (Hose and Blake, 1976).",NV001,limestone,dolostone (dolomite),shale; quartzite; chert,NV001 NV002 NV003 NV007 NV008 NV011 ,
NV  ,OCc,OCAc,OCAc;0,NVOCAc;0,0,,Dolomite and limestone,Middle Cambrian to Ordovician,DOLOMITE AND LIMESTONE-Undivided Cambrian and Ordovician rocks in part of Clark County; mostly Cambrian.,Goodsprings Dolomite,"Unit occurs in Clark County only. The Goodsprings Dolomite is 2,500-3000+ feet thick; dolomitic limestone and sandy shale make up only the top 50 to 75 feet of this. The Goodsprings Dolomite has been divided into two units, the upper one called the Cornfield Springs Formation and the lower one called the Bonanza King Formation, mapped here in unit NVCc. The correlation between the Goodsprings Formation and the Bonanza King Formation is based on the stratigraphic position of Dunderberg fauna within the Goodsprings (the Dunderberg Shale overlies the Bonanza King Formation in unit NVCc). (Longwell and others, 1965).",NV001,dolostone (dolomite),limestone,shale,NV001 NV003 ,
NV  ,Ss,Ss,Ss;0,NVSs;0,0,,Shale and chert,Silurian,SHALE AND CHERT-Includes Fourmile Canyon Formation in Eureka County and Noh Formation of Riva (1970) and unnamed rocks in Elko County.,,"The Noh Formation is a shale, siltstone, chert, and sandstone unit unconformably overlying the Agort Chert (see unit NVOs); thickness is 325 to 1,100 feet (Coats, 1987). Silurian rocks of the western assemblage are mostly shale, siliceous shale, calcareous shale, and a few limestone beds; the Fourmile Canyon Formation has been mapped as interbedded chert, shale and silty sandstone (Roberts and others, 1967).",NV001,shale,siltstone,chert; sandstone; limestone,NV001 NV002 NV008 NV010 ,
NV  ,OCt,OCAt,OCAt;0,NVOCAt;0,0,,"Phyllite, shale, and limestone",Middle Cambrian to Ordovician,"PHYLLITE, SHALE, AND LIMESTONE-Locally includes chert and quartzite. Includes Tennessee Mountain Formation of Bushnell (1967) in western Elko County, Broad Canyon sequence of Means (1962) in Lander County, and rocks originally mapped as Palmetto Formation in Toiyabe and Toquima Ranges, northern Nye County","Crane Canyon sequence (in Nye County), Van Duzer Limestone (in part), Pogonip Group (in small part), Tennessee Mountain Formation, Broad Canyon sequence","In Nye County, includes slightly metamorphosed shale, mudstone, limestone, chert, and greenstone; phyllite, schist, argillite, and slate predominate over other strata (Kleinhampl and Ziony, 1985). The Broad Canyon Sequence of Lander County consists of shale (slate), phyllite, argillite and limestone (marble) (Stewart and McKee, 1977). Tennessee Mountain Formation is approximately half phyllite and half limestone (Coats, 1987). Coats maps part of this unit as the Upper Paleozoic Van Duzer Limestone on the basis that these rocks resemble the Van Duzer in lithology, appearance, and vicinity (see also NVPMc). The Pogonip Group consists of what formally was known as the Eastside sequence; the Palmetto Formation consists of what was formally called the Manhatten sequence and included the Mayflower Schist, Zanzibar Limestone and Toquima Formation (Kleinhampl and Ziony, 1985).",NV001,shale,limestone,sandstone; chert,NV001 NV002 NV004 NV008 NV013 ,
NV  ,Os,Os,Os;0,NVOs;0,0,,"Shale, chert, and minor amounts of quartzite, greenstone, and limestone",Ordovician,"SHALE, CHERT, AND MINOR AMOUNTS OF QUARTZITE, GREENSTONE, AND LIMESTONE-Includes units such as Vinini Formation of north-central Nevada, Palmetto Formation in southern and central parts of Esmeralda County, and Comus Formation in Humboldt County. Locally includes rocks of Silurian and Devonian age.","Clipper Canyon sequence, Valder Formation, Agort Chert, Basco Formation","Shale and siltstone in the Palmetto Formation have locally been metamorphosed to hornfels (Albers and Stewart, 1972). The Comus Formation is approximately 25% limestone, 40% dolomite, and 35% shale; it ranges from 3,000 to 5,450 feet thick but makes up only an incidental part of this unit (Willden, 1964). A small portion of the Palmetto Formation in Esmeralda County has been assigned to NVOsv (Albers and Stewart, 1972).",NV001,chert,shale,limestone; quartzite; andesite; siltstone; sandstone; chemical; greenstone; dolostone (dolomite),NV001 NV002 NV004 NV005 NV008 NV009 NV013 ,
NV  ,Osv,Osv,Osv;0,NVOsv;0,0,,Siliceous and volcanic rocks,Ordovician to Devonian,"SILICEOUS AND VOLCANIC ROCKS-Chert, shale, quartzite, greenstone, and minor amounts of limestone. Includes units such as Valmy Formation of north-central Nevada and some rocks mapped as Palmetto Formation in northern part of Esmeralda County and adjacent parts of Mineral and Nye Counties. Locally includes rocks of Silurian and Devonian age.","McAfee Quartzite, Jacks Peak Formation, Snow Canyon Formation (all part of ""Valmy Group""), Sonoma Range Formation, Palmetto Formation (in small part)","Similar in lithology to NVOs but has larger proportion of volcanics and chert. The Sonoma Range Formation is overlain by the Valmy Formation and possibly correlative with the lower part of the Valmy; it is over 3,000 feet thick but limited to Humboldt County and possibly Pershing County (Willden, 1964, Johnson, 1977). The Valmy Formation occurs in thrust sheets but has been measured at a thickness of 8,000 feet and estimated to be 20,000 to 25,000 feet thick (Stewart and McKee, 1977).",NV001,chert,quartzite,shale; greenstone; limestone; conglomerate; siltstone; chemical,NV001 NV002 NV004 NV005 NV008 NV009 NV010 NV016 ,
NV  ,Ot,Ot,Ot;0,NVOt;0,0,,"Shale, chert, and limestone",Ordovician,"SHALE, CHERT, AND LIMESTONE-Includes Aura Formation of Decker (1962) in northwest Elko County and Perkins Canyon Formation of Kay and Crawford (1964) in northern Nye County",,"The Aura Formation is primarily phyllite (included with shale in the lithology), partly calcareous, with chert and quartzite; its total thickness is 3,800 feet (Coats, 1987). The Perkins Canyon Formation includes shales and limestones (argillicalcilutite interbedded with black shaly argillites) (Kay and Crawford, 1964).",NV001,shale,chert,limestone; quartzite,NV001 NV002 NV008 NV013 NV014 ,
NV  ,PNc,PAc,PAc;0,NVPAc;0,0,,Limestone,Pennsylvanian,LIMESTONE-Includes Ely Limestone (mostly Lower and Middle Pennsylvanian),,"LIMITED TO OUTCROPS IN NORTHERN NYE AND EUREKA COUNTIES. The maximum thickness of the Ely Limestone in Eureka County is 1,500 feet. Clastic beds generally become more abundant in the Ely Limestone northward from Eureka (these lithologies are included in NVPPPc) (Roberts and others, 1967).",NV001,limestone,chert,,NV001 NV002 NV010 NV013 ,
NV  ,Pcd,PAcd,PAcd;0,NVPAcd;0,0,,"Limestone, cherty limestone, sandy limestone, and chert-pebble conglomerate",Pennsylvanian,"LIMESTONE, CHERTY LIMESTONE, SANDY LIMESTONE, AND CHERT-PEBBLE CONGLOMERATE (Lower and Middle Pennsylvanian)-Includes units such as Moleen and Tomera Formations of Dott (1955)",Ely Limestone (in small part),"The outcrops in northern Nye County are Ely Limestone (see also NVPPc, and NVPPPc). The Moleen and Tomera Formations range from 1,200 to 1,600 feet thick. Coats, 1987, mapped the outcrops in northern Elko County (near Mary River Peak) with units mapped here in NVPMc.",NV001,limestone,conglomerate,,NV001 NV002 NV008 NV013 ,
NV  ,St,St,St;0,NVSt;0,0,,"Platy limestone and limy siltstone, chert at base",Silurian to Early Devonian,"PLATY LIMESTONE AND LIMY SILTSTONE, CHERT AT BASE-Includes units such as Roberts Mountains Formation, and Storff Formation and Chellis Limestone of Decker (1962). Locally includes rocks of Early Devonian age at top.","Chellis Limestone, Storff Formation, Roberts Mountains Formation","The Chellis Limestone is 1,900 feet thick and the Storff Formation is 3,900 feet thick; both formations are limited to northern Elko County (Coats, 1987). The Roberts Mountains Formation makes up the rest of this unit and ranges from 500 to 1,700 feet thick (Roberts and others, 1967, Kleinhampl and Ziony, 1985, Stewart and McKee, 1977). The Roberts Mountains Formation includes calcisiltite and calcilutite (Coats, 1987), and silty limestone (Stewart and McKee, 1977), all of which was classified as limestone, rather than siltstone, in the lithology coding. ",NV001,limestone,dolostone (dolomite),chert; siltstone; shale,NV001 NV002 NV004 NV008 NV010 NV013 ,
NV  ,Pc,Pc,Pc;0,NVPc;0,0,,"Cherty limestone and sparse dolomite, shale, and sandstone",Permian,"CHERTY LIMESTONE AND SPARSE DOLOMITE, SHALE, AND SANDSTONE (Lower and Upper Permian)-Includes units such as Park City Group and equivalent rocks in northern Nevada and Toroweap Formation and Kaibab Limestone in southern Nevada","Phosphoria Formation (including Meade Peak Phosphoratic Shale and Rex Chert), Gerster Limestone, Murdock Mountain Formation, Grandeur Formation, Plympton Formation","All of the stratigraphic units included, except for the Phosphoria, are part of the Park City Group and occur in Elko and White Pine County; the Kaibab Limestone is also considered part of the Park City Group but occurs mostly in Lincoln and Clark Counties along with the Toroweap. Note that the Grandeur Formation is equivalent to the Kaibab Limestone. Coats, 1987, mapped parts of the Park City Group with the Pequop Formation in Elko County (see NVPsc); what is mapped as Park City Group is mostly dolomite (rather than limestone). In Elko County, this unit appears to range from about 650 to 2,000 feet thick. The Gerster Formation has been described locally as dolomitic and calcareous siltstone with chert but is regionally described as a cherty, bioclastic limestone (Coats, 1987). The Kaibab and Toroweap Formations in Lincoln County range from 240 to 450 feet thick; these rocks are not widespread however (Tschanz and Pampeyan, 1970). Relative proportions of carbonate and clastic rocks varies throughout unit; carbonate rocks appear to total a larger percentage than clastic rocks.",NV001,limestone,shale,dolostone (dolomite); sandstone; siltstone; chert; conglomerate; phosphorite; evaporite,NV001 NV002 NV003 NV007 NV008 NV011 ,
NV  ,PMc,PMc,PMc;0,NVPMc;0,0,,"Limestone, dolomite, and shale",Mississippian to Permian,"LIMESTONE, DOLOMITE, AND SHALE (Upper Paleozoic)-Includes Van Duzer Limestone of Decker (1962)","Poorman Peak Formation, Hammond Canyon Formation, Oquirrh Formation?","The Van Duzer Limestone is more than 7,200 feet thick but is limited to one large outcrop in Bull Run Quadrangle. See NVOCt for the other rocks in the area which resemble the Van Duzer Limestone. The remainder of this unit is described by Coats, 1987, as ""the unit of limestone, shale, chert, orthoquartzite, and quartz siltite"". It includes the Poorman Peak and Hammond Creek Formations as well as outcrops too faulted to be divided into formations. Thicknesses range from 1,800 to 4,300 feet thick. Coats, 1987, does not include dolomite in this unit.",NV001,limestone,shale,sandstone; quartzite; siltstone; chert; conglomerate,NV001 NV002 NV008 ,
NV  ,PMh,PMh,PMh;0,NVPMh;0,0,,Havallah sequence of Silberling and Roberts (1962),Mississippian to Permian,"HAVALLAH SEQUENCE OF SILBERLING AND ROBERTS (1962)-Chert, argillite, shale, greenstone, and minor amounts of siltstone, sandstone, conglomerate, and limestone. Includes Schoonover Formation of Fagan (1962) and Reservation Hill Formation in Elko County, Farrel Canyon Formation in southwestern Humboldt County, Havallah and Pumpernickel Formations in Pershing, Lander, and parts of Humboldt Counties, and rocks originally considered a part of the Pablo and Excelsior Formations in northern Nye, northern Esmeralda, and southern Mineral Counties. Assignment of some rocks to the Havallah sequence in the East Range, Pershing County, is highly uncertain. Includes rocks ranging in age from Late Mississippian to Early Permian",,"The estimated thickness of the Excelsior Formation is 10,000 feet (Ross, 1961). The thickness of the Havallah-Pumpernickel sequence in Pershing County is 15,000 to 17,000 feet thick if the Pumpernickel-like rocks lie both above and below the Havallah rocks or is 12,000 to 14,000 feet thick if these rocks are superimposed structurally (Johnson, 1977). The greenstone and volcanic rocks of the Pumpernickel are more abundant in western outcrops where they can constitute as much as 20% of the unit; in the eastern outcrops, the greenstone occurs only incidentally (Stewart and McKee, 1977). Stewart and McKee, 1977, report that the total thickness of the Havallah is estimated to be about 10,000 feet thick and of the Pumpernickel to be 5,000 feet thick. Very often, the Pumpernickel and Havallah are mapped as one unit, undifferentiated. The Pablo Formation in northern Nye County has undergone regional metamorphism, consisting of pelitic rocks, slate, hornfels, chert, and basaltic rocks (Kleinhampl and Ziony, 1985). According to Coats, 1987, the Reservation Hill Formation is assigned to this unit because it is convenient to do so in the lack of established correlation to any other Paleozoic rocks of Nevada.",NV001,shale,metavolcanic rock,chert; siltstone; sandstone; conglomerate; limestone,NV001 NV004 NV005 NV008 NV009 NV012 NV013 NV017 ,
NV  ,PPa,PPAa,PPAa;0,NVPPAa;0,0,,Antler Sequence of Silberling and Roberts (1962),Pennsylvanian to Late Permian ,"ANTLER SEQUENCE OF SILBERLING AND ROBERTS (1962) (Middle Pennsylvanian to Early or Late Permian) (Guadalupian)-Conglomerate, sandy to conglomeratic limestone, limestone, sandstone, and calcareous shale. Thin detrital and carbonate sequence within main part of Antler orogenic belt. Includes units such as Sunflower Formation of Bushnell (1967) in Elko County, Battle Formation, Antler Peak Limestone, and Edna Mountain Formation in Lander and western Eureka Counties, and Wildcat Peak Formation in northern Nye County",Highway Limestone,"The Wildcat Formation is 50 to 164 feet of limestone overlain by 868 of conglomerate (Kleinhampl and Ziony, 1985). The Brock Canyon Formation is about 4,900 feet thick, of which 6-15% is conglomerate, 15-20% is quartzite and dolomite, 38% is claystone and siltstone, and 33% is arkose (Roberts and others, 1967). The Battle Formation ranges from 50-730 feet thick; it is mostly conglomerate with minor shale, sandstone, and limestone. The Antler Peak Limestone is 100 to 800 feet thick. The Edna Mountain Formation in Lander County is about 200 feet thick; it is mostly shale and limestone with some conglomerate (Stewart and McKee, 1977). In Humboldt County, the Edna Mountain Formation is mostly sandstone with some slate, quartzite, limestone, and conglomerate, and ranges from 200 to 300 feet thick. The Highway Limestone is equivalent to the upper part of the Battle Formation as mapped at its type locality; it is also difficult to distinguish from the Antler Peak Limestone except by fauna and where the two units are separated by a thin bed of conglomerate (Willden, 1964). The Sunflower Formation is over 4,000 feet thick, of which 47% is conglomerate, 13% limestone, and 35% sandstone. This unit also includes sandstone and siltstone on Horse Mountain with a thickness of 800 feet (Coats, 1987).",NV001,conglomerate,limestone,sandstone; siltstone; shale,NV001 NV002 NV004 NV005 NV008 NV010 NV013 ,
NV  ,PPc,PPAc,PPAc;0,NVPPAc;0,0,,"Limestone and sparse dolomite, siltstone, and sandstone",Mississippian to Early Permian,"LIMESTONE AND SPARSE DOLOMITE, SILTSTONE, AND SANDSTONE-Includes units such as undivided Riepe Spring Limestone of Steele (1960) and Ely Limestone or their equivalent in Elko, White Pine, and northern Lincoln Counties and most of the Bird Spring Formation and Callville Limestone in Clark and southern Lincoln Counties. Includes some stratigraphically higher Permian rocks in Leppy Peak, easternmost Elko County.","Tippipah Limestone, Pakoon Limestone, Bluepoint Limestone, Hogan Formation, Ferguson Mountain Formation, Rib Hill Formation (in part), Strathearn Formation (in part)","TAGGED AS PPC IN DIGITAL COVERAGE. The Tippipah Limestone in southern Nye County (may also be mapped as the Bird Spring Formation) is 3,600 feet thick (Cornwall, 1972). The Pakoon Limestone has been mapped as the upper part of the Callville Formation by some geologists; the Bluepoint Limestone is included in the basal part of the Calville. Measured and estimated thicknesses for the Bird Spring Limestone range from 2,500 to 7,000 feet (Longwell and others, 1965), though Tschanz and Pampeyan report that the Bird Spring Formation in the Mormon Mountains in Lincoln County may be no thicker than 1,000 feet; elsewhere in Lincoln County, Pennsylvanian rocks measure up to 3,500 feet. The thickness of the Ely and Riepe Spring Limestones range from 1,500 to 2,950 (Hose and Blake, 1976). Coats, 1987, includes the Hogan Formation within the Ely Limestone. ",NV001,limestone,sandstone,siltstone; chert; shale; dolostone (dolomite); conglomerate,NV001 NV002 NV003 NV006 NV007 NV008 NV011 ,
NV  ,Psc,Psc,Psc;0,NVPsc;0,0,,"Siltstone, sandstone, limestone, and dolomite (commonly silty or sandy) and gypsum",Early Permian,"SILTSTONE, SANDSTONE, LIMESTONE, AND DOLOMITE (COMMONLY SILTY OR SANDY), AND GYPSUM (Lower Permian)-Includes units such as Rib Hill Sandstone and Pequop Formation of Steele (1959) in Elko County, Rib Hill Sandstone and Arcturus Formation in White Pine County, Queantoweap Sandstone of NcNair (1951), Hermit Shale, and Coconino Sandstone in Clark and southern Lincoln Counties.",Loray Formation,"The Pequop Formation is a 1,500 to 5,200 foot section of fusulinid limestone with a basal red silt member; the Loray Formation overlies it and may be mapped with both the Pequop Formation and the Park City Group (see NVPc) (Coats, 1987). The Rib Hill Sandstone ranges from 470 to 1,400 feet thick, depending on the interpreted position of the contact between it and the Arcturus (Hose and Blake, 1976). Hose and Blake, 1976, include the Loray of Clark County with the Arcturus. The red beds overlying the Callville Limestone in Clark County are questionably correlative to the Supai Formation of the Colorado Plateau. The red beds are 1,100 to 1,200 feet thick and have been divided into the Hermit Shale and Queantoweap Sandstone by McNair (Longwell and others, 1965). This unit may include Callville Limestone (see NVPPPc).",NV001,sandstone,limestone,shale; siltstone; dolostone (dolomite); evaporite (gypsum); chert; quartzite,NV001 NV002 NV003 NV007 NV008 NV013 ,
NV  ,PZsp,PZsp,PZsp;0,NVPZsp;0,0,,Serpentinite,Late Devonian to Early Triassic,"SERPENTINITE (Paleozoic)-Mineral, northwestern Nye, and eastern Humboldt counties",,,NV001,serpentinite,,,NV001 NV002 NV013 NV017 ,
NV  ,Qls,Qls,Qls;0,NVQls;0,0,,Landslide deposits,Quaternary,LANDSLIDE DEPOSITS,,,NV001,landslide,colluvium,sedimentary rock,NV001 NV005 NV008 NV009 NV017 ,
NV  ,Qp,Qp,Qp;0,NVQp;0,0,,"Playa, marsh, and alluvial-flat deposits, locally eroded",Quaternary,"PLAYA, MARSH, AND ALLUVIAL-FLAT DEPOSITS, LOCALLY ERODED",,Includes Lake Lahontan deposits,NV001,playa,alluvium,,NV001 NV003 NV005 NV007 NV008 NV009 NV011 NV013 NV016 NV017 NV020 ,
NV  ,QTa,QTa,QTa;0,NVQTa;0,0,,Intrusive rocks of mafic and intermediate composition,Miocene to Quaternary,INTRUSIVE ROCKS OF MAFIC AND INTERMEDIATE COMPOSITION,,Ross (1961) reports intermediate rocks ranging from rhyodacite to andesite in Mineral County.,NV001,andesite,rhyodacite,basalt; sedimentary rock,NV001 NV016 NV017 NV019 ,
NV  ,QTb,QTb,QTb;0,NVQTb;0,0,,Basalt flows,Miocene to Quaternary,BASALT FLOWS-Locally includes maar deposits,Mesa Basalt of Merriam,"Mafic volcanic flows that are in part trachybasalt and latite reported only from Mineral County (Ross, 1961); andesite reported only in Washoe County (Bonham, 1969). Outcrops in Humboldt County and some in Pershing and northern Nye County are olivine basalt (Willden, 1963, Stewart and McKee, 1977, Kleinhampl and Ziony, 1985).",NV001,basalt,andesite,trachybasalt; latite; andesite,NV001 NV004 NV005 NV006 NV013 NV016 NV017 ,
NV  ,QToa,QToa,QToa;0,NVQToa;0,0,,Older alluvial deposits,Miocene to Quaternary,OLDER ALLUVIAL DEPOSITS,,Mostly gravels.,NV001,alluvium,lake or marine deposit (non-glacial),,NV001 NV003 NV004 NV005 NV009 NV010 NV011 NV012 NV017 NV019 ,
NV  ,QTr,QTr,QTr;0,NVQTr;0,0,,Rhyolitic flows and shallow intrusive rocks,Miocene to Quaternary,RHYOLITIC FLOWS AND SHALLOW INTRUSIVE ROCKS,,"Protrusive rhyolite domes occur in Washoe County (Bonham, 1969), and trachybasalt and latite occurs in Mineral County (Ross, 1961).",NV001,rhyolite,trachybasalt,latite; dacite; trachyte,NV001 NV016 NV017 ,
NV  ,QTs,QTs,QTs;0,NVQTs;0,0,,Sedimentary rocks,Pliocene to Quaternary,SEDIMENTARY ROCKS-Mostly lake deposits,,"The largest outcrop (and majority of this unit) is in Eureka County. Named the Hay Ranch Formation by Regnier (1960), it consists of lake deposits of clay, vitric tuff (mostly altered to zeolites), limestones, and tan tuffaceous siltstones and sandstones with interfingering conglomerates. It is overlain by pediment and outcrops are present mostly around tributaries of Pine Creek. Other minor outcrops of this unit in southwest Nevada consist of weakly consolidated or bedded sediments ranging from gravel to clay.",NV001,lake or marine deposit (non-glacial),sedimentary rock,,NV001 NV009 NV010 NV016 NV019 NV026 ,
NV  ,Sc,Sc,Sc;0,NVSc;0,0,,Dolomite,Silurian to Early Devonian,DOLOMITE-Includes units such as Laketown and Lone Mountain Dolomites. Locally includes rocks of Early Devonian age at top.,Nevada Formation (in part?); Sevy Dolomite (in part),"The Lone Mountain Dolomite ranges from 1,570 to 3,200 feet thick. The Lone Mountain Dolomite is laterally equivalent to the Robert Mountains Formation (see unit NVSt) (Roberts and others, 1967). The Laketown Dolomite outcrops in Nye and Lincoln Counties and ranges from 0 to 1000 feet in thickness (Tschanz and Pampeyan, 1970, Kleinhampl and Ziony, 1985). In southern Elko County, there is an outcrop which consists of Fish Haven Dolomite (Ordovician--see unit NVOc and NVSOc), the Laketown Dolomite, and the Sevy Dolomite (Devonian, see unit NVDc), undifferentiated. The Sevy Dolomite also overlies the Lone Mountain Formation in Clark County and just a part of it is included in this unit (Longwell and others, 1965). Similarly, the Nevada Formation (which is almost entirely limestone and dolostone and is Devonian in age) lies stratigraphically above the Lone Mountain Dolomite in Eureka County (Roberts and others, 1967) and stratigraphically above the Laketown Dolomite in northern Nye County (Kleinhampl and Ziony, 1985); in both cases, just a part of the Nevada appears to be included in this unit. ",NV001,dolostone (dolomite),limestone,chert; sedimentary breccia,NV001 NV002 NV003 NV008 NV010 NV011 NV013 ,
NV  ,Se,Se,Se;0,NVSe;0,0,,Elder Sandstone,Silurian,"ELDER SANDSTONE-Feldspathic sandstone, siltstone, shale, and chert. Lander County.",,"The Elder Sandstone is at least 2,000 feet thick and probably more than 4,000 feet thick (Stewart and McKee, 1977). ",NV001,arkose,siltstone,shale; chert,NV001 NV002 NV004 ,
NV  ,SOc,SOc,SOc;0,NVSOc;0,0,,Dolomite,Late Ordovician to Late Silurian,DOLOMITE-Includes uppermost part of Ordovician System (Ely Springs Dolomite and equivalent rocks) and all of Silurian System.,"Fish Haven Dolomite (Ely Springs Dolomite and Hanson Creek Formation equivilent), Laketown Dolomite (in part)","The Ely Springs Dolomite is included in White Pine County, parts of Elko County (Hose and Blake, 1976, Coats, 1987). Thickness of Ely Springs Dolomite and Laketown Dolomite in the Egan Range is 2,050 feet. Quartzite interbeds with the dolomite at the contact with the underlying Eureka Quartzite (see unit NVOc). There is one bed no more than 10 feet thick of quartizitic chert in the Laketown Dolomite (Hose and Blake, 1976). Locally includes some Sevy Dolomite in Elko County (see unit NVDc) (Coats, 1987).",NV001,dolostone (dolomite),chert,quartzite,NV001 NV002 NV007 NV008 ,
NV  ,Ta1,Ta1,Ta1;0,NVTa1;0,0,,Andesite and related rocks of intermediate composition,Late Eocene to Middle Eocene,ANDESITE AND RELATED ROCKS OF INTERMEDIATE COMPOSITION-Flows and breccias,,,NV001,andesite,latite,,NV001 NV002 NV027 ,
NV  ,Ta2,Ta2,Ta2;0,NVTa2;0,0,,Andesite and related rocks of intermediate composition,Early Oligocene to Early Miocene,ANDESITE AND RELATED ROCKS OF INTERMEDIATE COMPOSITION-Flows and breccias,,,NV001,andesite,trachyte,dacite,NV001 NV002 NV027 ,
